Name,pKa,Center,Index,Smiles,Source,Error
230_2,4.2,N,5,CO[C@@H]4CC[NH+]5[C@@H](c1ccc(C#N)cc1)[C@H]3C(=O)N(Cc2ccc(F)cc2)C(=O)[C@H]3[C@H]45,Moitessier,0.0
7025,8.45,O,10,C[NH+](C)Cc1ccccc1O,Moitessier,0.0
2515,2.0,N,0,[NH3+]c2ccc(S(=O)(=O)Nc1ncccn1)cc2,Moitessier,0.0
3719,3.5,N,7,Cn2c(=O)c1[nH]c[nH+]c1n(C)c2=O,Moitessier,0.0
959_1,3.15,O,5,CC(C)(C(=O)[OH:8])C(=O)O,Moitessier/RBFmodel_Train,0.0
5,5.78,N,3,C/C(N)=[NH+]/O,Moitessier,0.0
3936,5.8,N,13,Cc(cc1)cc2c1N=C(C)C=C(C)N2,Moitessier,0.0
2718,10.9,O,9,NCCc(cc1)ccc1O,Moitessier,0.0
7060,5.85,N,6,Nc(ccc(S(Nc1nccs1)(=O)=O)c1)c1/N=N/c1ccccc1,Moitessier,0.0
2240,7.0,N,21,C[C@@H]2O[C@H](n1ccc(N)nc1=O)CC[C@H]2O[C@H]3O[C@H](C)[C@@H]([NH+](C)C)[C@H](O)[C@H]3O,Moitessier,0.0
147,3.7,N,12,Cc1cc([NH3+])ccc1c2ccc([NH3+])cc2C,Moitessier,0.0
83_1,9.51,N,4,COCC[NH2+:7]CCOC,Moitessier/RBFmodel_Train,0.0
5432,9.0,N,12,Cc1ccccc1/C(=N\CCC[NH+](C)C)c2ccccc2N,Moitessier,0.0
1343,6.35,N,4,CCC(C)NC(C#N)=C(C#N)C#N,Moitessier,0.0
4206,9.64,N,6,NCCSCC[NH3+],Moitessier,0.0
4542,8.5,N,4,CC(C)=NNS(C)(=O)=O,Moitessier,0.0
3578,5.47,N,8,OCCCc1ccc[nH+]c1,Moitessier,0.0
2011,8.04,N,4,CCCC[NH2+]CC(=O)Nc1c(C)cccc1C,Moitessier,0.0
6671,5.86,N,10,Cc2cc1cccc(O)c1[nH+]c2C,Moitessier,0.0
5293,2.2,N,7,Cc1ccnc(S)[nH+]1,Moitessier,0.0
984_1,6.78,O,6,c1(nc(nc(n1)O)O)[OH:7],Moitessier/RBFmodel_Valid,0.0
620_1,9.43,N,16,C[C@@H](CC(c1ccccc1)c2ccccc2)[NH+:19](C)C,Moitessier/RBFmodel_Valid,0.0
691_1,3.23,N,21,c1ccc2c(c1)ccc3c2c(=O)cc(o3)c4cccc(c4)[NH3+:20],Moitessier/RBFmodel_Train,0.0
6322,10.56,N,2,CC[NH2+]CCN,Moitessier,0.0
1975,8.0,N,6,CCN(CC)C(NC(c(cc1)ccc1Cl)=O)=S,Moitessier,0.0
4223,8.8,N,10,CCOC(=O)C1CC2CC[NH+]1CC2,Moitessier,0.0
7003,2.93,O,12,Cc1cc([N+](=O)[O-])ccc1C(=O)O,Moitessier/RBFmodel_Train,0.02
5804,9.35,N,6,COc1ccc(/[NH+]=C/N(C)C)cc1,Moitessier,0.0
1301,3.95,N,18,O=C([O-])C[NH+](CC(=O)[O-])Cc2[nH]c1ccccc1[nH+]2,Moitessier,0.0
4220,1.59,N,20,Cc3cc(c1ccccc1)n(c2ccc(C(=O)O)cc2)[nH+]3,Moitessier,0.0
140,8.15,N,5,O=C(C[C@H]1C(N2)=O)N[C@@H]1C2=O,Moitessier,0.0
5922,10.31,O,6,Cc(cc(cc1)O)c1OC,Moitessier,0.0
7116,7.0,N,9,COc2c1ccccc1[nH+]c3ccccc23,Moitessier,0.0
3245,6.95,O,15,C[NH+](C)Cc(c(C([O-])=O)c(C[NH+](C)C)c(O)c1O)c1O,Moitessier,0.0
1954,8.21,N,1,C[NH+](C)CCOCC[NH+](C)C,Moitessier,0.0
4060,0.6,N,4,Clc1c[nH][nH+]c1,Moitessier,0.0
3898,4.95,O,8,CC1CCCC(C(=O)O)C1,Moitessier,0.0
3841,3.97,O,6,CC(C(C)(C)C(O)=O)C#N,Moitessier,0.0
2,1.0,N,2,c1c[nH+]c3c(c1)ccc2[nH+]cccc23,Moitessier,0.0
3981,2.63,O,0,OC([C@@]12O[C@@H]1CC[NH2+]C2)=O,Moitessier,0.0
471,11.4,N,6,NC(CC(N1)=CNC1=S)C([O-])=O,Moitessier,0.0
2474,10.15,O,4,Cc1cc(O)cc(C)c1,Moitessier/RBFmodel_Train,0.0
6588,11.9,N,9,CN(C1=O)C([O-])=Nc2c1[nH]cn2,Moitessier,0.0
21_2,9.0,N,7,c2ccc(N1CC[NH2+]CC1)cc2,Moitessier,0.0
6465,3.46,O,0,OC(c1cccs1)=O,Moitessier,0.0
39,8.61,N,13,CC(=O)C2(c1cccc(O)c1)CC[NH+](C)CC2,Moitessier,0.0
829,11.2,N,3,[O-]c1c2[nH]cnc2nc(C(F)(F)F)n1,Moitessier,0.0
406_1,9.2,N,2,CC[N@@H+:11]1CCC[C@H](C(=O)CCC1)O,Moitessier/RBFmodel_Train,0.0
3054,6.62,O,9,OC(c1ccccc1)=C(O)O,Moitessier,0.0
6632,8.71,N,19,COc(cc(cc1)S(C)=O)c1c1nc(nncc2)c2[nH]1,Moitessier,0.0
3500,8.83,S,0,Sc1ccnc2ccccc12,Moitessier,0.0
2663,7.06,N,8,O=N(=O)c1cccc2[nH+]ccc(NCCCO)c12,Moitessier,0.0
875_1,3.6,N,11,COc1ccc(cc1)S(=O)(=O)[NH:27]C(=O)N2CCC(CC2)[NH+]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,Moitessier/RBFmodel_Train,0.0
2379,3.3,N,10,Nc2nc1nc[nH]c1c(O)[nH+]2,Moitessier,0.0
2528,5.34,N,15,Cc1cnc3c(c1)c(C)c(C)c2ccc[nH+]c23,Moitessier,0.0
5889,8.19,N,4,[NH3+]CCC[NH2+]CCO,Moitessier,0.0
4143,4.25,O,5,Cc1[nH+]c(C(O)=O)c(C([O-])=O)[nH]1,Moitessier,0.0
223,6.78,N,9,Oc1ccc(F)cc1C[NH+]2CCOCC2,Moitessier,0.0
4503,8.72,N,4,O=C([O-])C/[NH+]=C/1CCCC1,Moitessier,0.0
4419,4.7,N,4,c4ccc3[nH+]c2ccc1ccccc1c2cc3c4,Moitessier,0.0
3790,10.31,O,10,CC(C)c(cc1)c(C)cc1O,Moitessier,0.0
808,5.75,N,5,c3ccc(C[NH+](CC1CO1)CC2CO2)cc3,Moitessier,0.0
3218,7.1,O,18,CC(=O)c2cc(F)cc(C(=O)Nc1nnn[n-]1)c2O,Moitessier,0.0
4187,4.64,N,4,C[NH2+]CC[NH2+]CC[NH3+],Moitessier,0.0
41_2,9.05,N,3,FC1C[NH2+]CCC1Cc2ccccc2,Moitessier,0.0
2864,3.4,O,0,OC(Cn(cc1)c2c1cccc2)=O,Moitessier,0.0
4377,11.25,N,7,Fc(cc1)ccc1NC=S,Moitessier,0.0
580_1,9.25,N,3,CC(C)[NH2+:13]C[C@@H](c1ccc(cc1)S(=O)(=O)C)O,Moitessier/RBFmodel_Train,0.0
5468,7.9,O,0,Oc(c1ncccc1c(Cl)c1)c1I,Moitessier,0.0
5148,9.06,O,7,[NH3+]Cc1cccc(O)c1,Moitessier,0.0
2460,4.88,N,10,CCCCN(CCCC)c2[nH+]nc(c1ccccc1)cc2C,Moitessier,0.0
804_1,8.15,N,24,c1cc(ccc1C#N)C(=O)N2CCC3(CC2)Nc4c(ccc(c4C(=[NH+:22]3)N)F)F,Moitessier/RBFmodel_Test,0.0
4625,2.29,O,10,CC(Cc1ccccc1)(C(O)=O)C#N,Moitessier,0.0
6024,7.26,O,4,CC(C=C1O)=CC=CC1=O,Moitessier,0.0
2867,4.09,N,11,Cc(cccc1)c1c1nnn[nH]1,Moitessier,0.0
69_2,8.46,N,3,CC(C)[NH2+]CC(O)c1ccc(NS(C)(=O)=O)cc1,Moitessier,0.0
3698,2.6,N,16,Cc3cc(C(c1ccc([NH3+])cc1)c2ccc([NH3+])cc2)ccc3[NH3+],Moitessier,0.0
926_1,1.74,O,4,CC(C(=O)[OH:5])(Cl)Cl,Moitessier/RBFmodel_Valid,0.0
1370,2.88,N,6,CN(c1nnn[nH]1)[N+]([O-])=O,Moitessier,0.0
327_1,5.1,N,6,Cc1c(c(nc([nH+:10]1)N)C)CC=C,Moitessier/RBFmodel_Train,0.0
6509,8.6,N,12,Nc3cc(/C=C/c1ccccc1)[nH+]c(/C=C/c2ccccc2)c3,Moitessier,0.0
5877,5.9,N,6,Cc1cccc(NS(c(cc2)ccc2N)(=O)=O)[n+]1[O-],Moitessier,0.0
12_1,10.42,N,5,CCC(CC)[NH3+:6],Moitessier/RBFmodel_Valid,0.0
9_3,6.59,O,2,O=C(O)C=CC=CC=CC(=O)[O-],Moitessier,0.0
6761,8.04,N,5,CC(C)SC(=[NH2+])c1ccccc1,Moitessier,0.0
1798,4.89,N,1,C[NH+](CCO)c1ccccc1,Moitessier,0.0
6512,9.115,N,7,CCOC(=O)CC[NH3+],Moitessier/RBFmodel_Train,0.015
2084,6.99,N,11,CC(C)(S)C(C(=O)[O-])n1cc[nH+]c1Cc2ccccc2,Moitessier,0.0
245_2,11.13,N,13,CO[C@@H]4CCN5[C@@H](c1ccc(C(N)=[NH2+])cc1)[C@H]3C(=O)N(Cc2ccc(F)cc2)C(=O)[C@H]3[C@@H]45,Moitessier,0.0
138_2,9.3,N,2,CC([NH2+]CCC(c1ccccc1)c2ccccc2)c3ccccc3,Moitessier,0.0
4067,5.52,N,4,Nc1cc[nH+]c2c1ncn2CCOCP(=O)(O)[O-],Moitessier,0.0
982_1,3.59,O,8,Cc1nc(co1)C(=O)[OH:9],Moitessier/RBFmodel_Test,0.0
6937,7.7,N,2,Cc2[nH+]ccc3c1ccccc1[nH]c23,Moitessier,0.0
4249,13.4,O,4,Cn1cc(O)nc1N,Moitessier,0.0
6429,7.32,N,8,CCOC(C(C1=O)=NNC(N(C)C(N2C)=O)=C1C2=O)=O,Moitessier,0.0
1451,5.7,N,4,Cn1cc[nH+]c1c2ccccn2,Moitessier,0.0
7047,9.69,O,12,CC(Oc1cccc2cccc(O)c12)=O,Moitessier,0.0
2107,9.05,O,13,COc1nc([N-]S(c(cc2)ccc2O)(=O)=O)nc(OC)c1,Moitessier,0.0
899_1,13.11,O,4,C(C(F)F)[OH:3],Moitessier/RBFmodel_Test,0.0
3457,1.47,N,2,Nc1[nH+]c[nH+]c(N)c1N,Moitessier,0.0
4139,12.0,N,2,NC(Nc1cccc(Cl)c1)=S,Moitessier,0.0
158,5.58,N,19,C/C(=C(CCO)\SSCCC(C)C)N(C=O)Cc1c[nH+]c(C)nc1N,Moitessier,0.0
6205,4.63,N,4,Cc3cc2[nH+]cn([C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)c2cc3C,Moitessier,0.0
1302,3.69,O,0,OC(c(c1c2)cccc1ccc2O)=O,Moitessier,0.0
763,3.16,O,0,OC([C@H](CCC1)N1C([C@H]1[NH2+]CCC1)=O)=O,Moitessier,0.0
1386,1.43,S,9,N#Cc(cc1)ccc1C(S)=O,Moitessier,0.0
1547,6.6,N,13,CC(=O)n1ccnc1Cc2[nH]cc[nH+]2,Moitessier,0.0
2281,10.99,N,12,CC(C)Nc1ncnc2c1cn[nH]2,Moitessier,0.0
2833,4.65,N,10,Oc2ccc(/N=N/c1cc[nH+]cc1)cc2,Moitessier,0.0
2645,10.85,N,12,[O-]c2cc1ccccc1cc2C3=[NH+]CCN3,Moitessier,0.0
182_1,4.3,N,9,c1ccc(c(c1)C2CC2)[NH3+:10],Moitessier/RBFmodel_Train,0.0
1129_1,3.26,O,4,C[C@@H](C(=O)[OH:11])Oc1ccc(cc1)Cl,Moitessier/RBFmodel_Train,0.0
268_2,5.16,N,12,CO[C@@]4(C(F)(F)F)[C@H]3[C@@H]1CCC[NH+]1[C@@H](c2ccc(C(N)=[NH2+])cc2)[C@H]3C(=O)N4Cc5ccc(F)cc5,Moitessier,0.0
3580,10.54,N,22,c2c(CN1CCNCC[NH2+]CC1)n[nH]c2CN3CCNCC[NH2+]CC3,Moitessier,0.0
2769,13.42,N,10,c1c(c2ccccc2)nc[nH]1,Moitessier,0.0
25_1,9.55,N,1,C[NH2+:6]CCCCO,Moitessier/RBFmodel_Train,0.0
5505,11.0,N,18,CCCCCCCCCCCCCCCCCC[NH2+]CCCCCCCCCCCCCCCCCC,Moitessier,0.0
80_1,6.55,N,2,CC[NH+:7](CCCl)CCCl,Moitessier/RBFmodel_Train,0.0
4592,11.57,O,7,[O-]c(cc1)ccc1O,Moitessier,0.0
207,4.0,N,9,OCNc1nc(NCO)[nH+]c(NCO)n1,Moitessier,0.0
5214,8.2,N,10,Nc2nc1nc[nH]c1c([S-])[nH+]2,Moitessier,0.0
2668,8.61,N,14,COc4c(C(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)[NH+]2Cc3ccccc3)cccc4[N+](=O)[O-],Moitessier,0.0
6732,8.97,N,0,[NH3+]CCC[n+]2ccc1ccccc1c2,Moitessier,0.0
605_1,7.7,N,9,CCCC[C@@H](CC)CO[NH+:15](C[C@@H](C)O)C[C@@H](C)O,Moitessier/RBFmodel_Train,0.0
1323,7.85,O,22,c1ccc(cc1)N(C(=O)c2cc(cc(c2)N(=O)=O)C(F)(F)F)[OH:20],Moitessier/RBFmodel_Test,0.0
6095,10.62,N,14,CCCCCCCCCCCCCC[NH3+],Moitessier,0.0
1734,10.2,N,3,CNC(=[NH2+])CCNS(=O)(=O)c1ccc(C)cc1,Moitessier,0.0
1380_1,6.66,S,7,Cc1cccc(c1)[SH:8],Moitessier/RBFmodel_Test,0.0
5240,4.57,O,9,Cc(cc(c1c2)nnn1O)c2Cl,Moitessier,0.0
3773,4.8,O,11,C#CC#CC=C=CC(CCC(O)=O)O,Moitessier,0.0
7191,7.36,O,5,NC(=O)/C=C(O)/c1ccncc1,Moitessier,0.0
5279,3.09,N,14,COc3ccc(c2[nH]c1cncnc1[nH+]2)c(OC)c3,Moitessier,0.0
7042,1.66,N,0,[NH3+]c2ccc([I+]c1ccccc1)cc2,Moitessier,0.0
865_1,9.2,N,19,Cc1ccccc1C[C@@H](C(=O)[O-])N2CCC(CC2)C[NH+:28]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,Moitessier/RBFmodel_Train,0.0
3889,10.0,N,0,[NH3+]CCCCBr,Moitessier,0.0
5918,8.8,O,3,O[B-](O)([OH2+])c1ccccc1,Moitessier,0.0
201_1,9.4,N,8,CC(=O)OCCCC[NH+:9](C)C,Moitessier/RBFmodel_Train,0.0
5875,13.5,O,4,[O-]c1cc(O)cc([O-])c1,Moitessier,0.0
2492,2.73,N,0,[NH3+]c1cccc2c([N+](=O)[O-])cccc12,Moitessier/RBFmodel_Train,0.0
4723,2.86,N,5,[NH3+]c1ccc([NH3+])cc1,Moitessier,0.0
1635,8.23,O,0,Oc1ccccc1C[NH+]2CCCCC2,Moitessier,0.0
1269_1,3.62,O,11,c1ccc(cc1)P(=O)(CC(=O)[OH:17])c2ccccc2,Moitessier/RBFmodel_Train,0.0
7064,10.05,O,8,Nc(cc(cc1)O)c1O,Moitessier,0.0
30_1,7.87,N,6,CCC1=CCC[NH2+:7]1,Moitessier/RBFmodel_Train,0.0
4888,4.32,N,9,Cn2ncc1c(N)nc[nH+]c12,Moitessier,0.0
6947,10.09,N,10,C=CC(=O)NC(C)(C)CC[NH+](CC)CC,Moitessier,0.0
1351,7.7,N,1,C[NH2+]CC(c(cc1)ccc1O)=O,Moitessier,0.0
5298,6.16,N,8,c2ccc(Oc1cc[nH+]cc1)cc2,Moitessier,0.0
4651,7.35,N,3,CCC[NH+](C)N,Moitessier,0.0
812_1,8.08,N,18,CC(=O)O[C@@H]1[C@@H](Sc2ccccc2N(C1=O)CC[NH+:24](C)C)c3ccc(cc3)OC,Moitessier/RBFmodel_Train,0.0
